#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
SJSN4  39.305  -75.375 2012 01 06 08 00 190   4.6   5.1   MM  MM   MM  MM 1013.5  -0.7   2.7   5.0    MM   MM     MM
SKTA2  59.450 -135.327 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1014.8  -0.6  -1.9   3.3    MM   MM     MM
SLIM2  38.317  -76.450 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM   6.3    MM   MM     MM
SLVM5  47.269  -91.252 2012 01 06 07 40 240   5.7   7.2   MM  MM   MM  MM  995.6    MM   6.6    MM    MM   MM     MM
SMKF1  24.627  -81.110 2012 01 06 08 00  30   3.6   4.1   MM  MM   MM  MM 1022.4  -1.4  17.2    MM   2.0   MM  -0.09
SNDA2  55.337 -160.502 2012 01 06 07 54 330   8.8   9.8   MM  MM   MM  MM 1004.0    MM  -7.0   2.8    MM   MM     MM
SNDP5  28.212 -177.360 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1016.3  +0.5  23.5  23.1    MM   MM     MM
SPGF1  26.704  -78.994 2012 01 06 08 00 120   2.6   3.1   MM  MM   MM  MM 1022.1  -0.9  16.6    MM    MM   MM     MM
SPLL1  28.867  -90.483 2012 01 06 07 00 220   5.7   6.2   MM  MM   MM  MM     MM    MM  20.5  18.0    MM  6.5     MM
SPTM4  44.713  -83.273 2012 01 06 07 54 200   0.5   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SRBV3  17.784  -64.762 2012 01 06 07 00 100   4.1   5.7   MM  MM   MM  MM 1014.5  -1.4  25.8  26.9  20.2   MM     MM
SRST2  29.683  -94.033 2012 01 06 08 00 160   3.6   4.1   MM  MM   MM  MM 1020.4  -1.5  15.9    MM  15.9   MM     MM
STDM4  47.183  -87.225 2012 01 06 08 00 250   6.2   6.7   MM  MM   MM  MM  995.6  -0.3   4.5    MM   2.6   MM     MM
SVNM4  42.401  -86.289 2012 01 06 08 00 210   8.2   9.3   MM  MM   MM  MM     MM    MM   5.2    MM    MM   MM     MM
SWLA2  60.120 -149.427 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM   5.1    MM   MM     MM
SWPM4  46.502  -84.373 2012 01 06 07 54 110   1.5   2.1   MM  MM   MM  MM  997.6    MM  -1.4    MM    MM   MM     MM
SWPV2  36.947  -76.330 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1017.2    MM    MM   6.9    MM   MM     MM
SXHW3  46.563  -90.440 2012 01 06 07 40 220   4.6   8.2   MM  MM   MM  MM  997.3    MM   8.7    MM    MM   MM     MM
SYWW3  45.202  -87.121 2012 01 06 07 44 250   7.2   8.8   MM  MM   MM  MM     MM    MM   6.2    MM    MM   MM     MM
TAQT2  27.812  -97.390 2012 01 06 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM  17.0  16.1    MM   MM     MM
TARF1  28.156  -82.758 2012 01 06 06 54  MM   0.0   0.0   MM  MM   MM  MM 1021.8    MM  10.2    MM    MM   MM   1.20
TAWM4  44.256  -83.443 2012 01 06 07 54 210   3.6   5.7   MM  MM   MM  MM     MM    MM   1.0    MM   1.0   MM     MM
TCBM2  39.213  -76.245 2012 01 06 08 00 150   2.1   2.6   MM  MM   MM  MM 1013.6  -0.3   2.0   2.4    MM   MM     MM
TCMW1  47.276 -122.418 2012 01 06 08 00 150   3.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TCNW1  47.267 -122.413 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1030.0    MM    MM   7.4    MM   MM     MM
TESL1  29.667  -91.237 2012 01 06 07 54 190   1.5   2.1   MM  MM   MM  MM 1020.5    MM  12.3   9.5    MM   MM     MM
TFBLK  65.698  -24.778 2012 01 06 08 00  MM    MM    MM  3.6   8   MM  MM     MM    MM    MM    MM    MM   MM     MM
THLO1  41.826  -83.194 2012 01 06 07 45 200  10.3  11.8   MM  MM   MM  MM     MM    MM   4.1    MM    MM   MM     MM
THRO1  41.693  -83.472 2012 01 06 08 00 240   5.1   8.2   MM  MM   MM  MM 1007.2  -0.5   5.2    MM    MM   MM     MM
TIBC1  37.891 -122.447 2012 01 06 08 00 220   1.0   1.0   MM  MM   MM  MM 1021.0  -1.0   8.4    MM   7.1   MM     MM
TIXC1  32.574 -117.127 2012 01 06 07 45  90   2.1    MM   MM  MM   MM  MM 1016.0    MM  12.8    MM   0.6   MM     MM
TKEA2  57.779 -135.219 2012 01 06 08 10  MM    MM    MM   MM  MM   MM  MM 1013.9    MM   0.0    MM  -2.2   MM     MM
TLBO3  45.555 -123.912 2012 01 06 08 00 140   4.6   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TOKW1  46.708 -123.965 2012 01 06 08 00  60   3.1   3.6   MM  MM   MM  MM 1029.2  +0.0   3.9   8.1    MM   MM     MM
TPAF1  27.933  -82.433 2012 01 06 07 54 170   1.0   1.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TPBN4  40.012  -75.042 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1014.3  -0.5   0.3    MM    MM   MM     MM
TPLM2  38.898  -76.437 2012 01 06 08 00 200   4.1   4.6   MM  MM   MM  MM 1014.9  -0.3   4.9   5.1   1.1   MM     MM
TRBL1  29.167  -90.583 2012 01 06 08 00 200   2.1   2.6   MM  MM   MM  MM 1020.6  -1.5    MM    MM    MM   MM     MM
TRDF1  28.415  -80.593 2012 01 06 08 00 290   2.1   2.6   MM  MM   MM  MM 1022.7  +0.0  11.5  18.4    MM   MM     MM
TSHF1  27.928  -82.425 2012 01 06 07 54  MM   0.0   0.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TTIW1  48.392 -124.735 2012 01 06 08 00 250   5.7   6.2   MM  MM   MM  MM 1027.5  +0.0   6.7    MM    MM   MM     MM
ULAM6  30.348  -88.505 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  15.1    MM   MM     MM
UNLA2  53.879 -166.540 2012 01 06 07 54 100   1.0   1.0   MM  MM   MM  MM 1005.9    MM  -4.4   3.8    MM   MM     MM
VAKF1  25.732  -80.162 2012 01 06 08 00 320   1.5   2.1   MM  MM   MM  MM 1021.3  -1.1  14.8  18.8    MM   MM     MM
VCAT2  28.640  -96.595 2012 01 06 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  14.3    MM   MM     MM
VDZA2  61.125 -146.362 2012 01 06 07 54  30   1.5   2.6   MM  MM   MM  MM  996.8    MM  -2.7   4.9    MM   MM     MM
VENF1  27.070  -82.450 2012 01 06 08 00 270   1.0   1.0   MM  MM   MM  MM 1022.2  -0.8  15.1  18.1  14.2   MM     MM
VERV4  19.202  -96.113 2012 01 06 08 00 210   2.6   3.1   MM  MM   MM  MM 1019.1  -1.6    MM    MM    MM   MM     MM
VQSP4  18.153  -65.444 2012 01 06 08 00 140   1.5   1.5   MM  MM   MM  MM     MM    MM  22.4  26.1    MM   MM     MM
WAHV2  37.607  -75.687 2012 01 06 07 54 220   1.5   1.5   MM  MM   MM  MM 1016.2    MM   2.7   3.3    MM   MM     MM
WAKP8  19.290  166.618 2012 01 06 08 00  40   2.6   3.1   MM  MM   MM  MM 1017.0  +1.2  26.2    MM    MM   MM     MM
WASD2  38.870  -77.020 2012 01 06 07 54 170   1.0   1.5   MM  MM   MM  MM 1014.2    MM   2.1   4.0    MM   MM     MM
WATS1  34.335  -80.702 2012 01 06 07 30 140   1.0   1.0   MM  MM   MM  MM 1019.0    MM  -1.3    MM    MM   MM     MM
WAXM3  41.582  -70.525 2012 01 06 07 45 310   2.1    MM   MM  MM   MM  MM 1013.0    MM  -1.6    MM  -9.7   MM     MM
WDSV2  36.982  -76.322 2012 01 06 07 54 220   7.7   8.8   MM  MM   MM  MM 1015.8    MM   6.7    MM    MM   MM     MM
WELM1  43.320  -70.563 2012 01 06 08 00 290   1.5   3.1   MM  MM   MM  MM 1012.1  +0.7  -4.4   3.6    MM   MM     MM
WEXM1  43.338  -70.550 2012 01 06 08 00  20   0.5    MM   MM  MM   MM  MM     MM    MM  -6.9    MM -10.3   MM     MM
WFPM4  46.762  -84.966 2012 01 06 07 54 240   2.6   5.1   MM  MM   MM  MM     MM    MM  -1.0    MM  -1.0   MM     MM
WHRI2  42.361  -87.813 2012 01 06 07 40 230   4.6   7.2   MM  MM   MM  MM 1005.8    MM   8.0    MM    MM   MM     MM
WKXA1  30.421  -87.829 2012 01 06 07 45  MM   0.0    MM   MM  MM   MM  MM 1020.0    MM   9.7    MM   9.3   MM     MM
WNEM4  46.283  -84.205 2012 01 06 07 54 150   1.0   1.5   MM  MM   MM  MM  997.5    MM  -2.8    MM    MM   MM     MM
WPOW1  47.662 -122.436 2012 01 06 08 00 200   4.1   4.6   MM  MM   MM  MM 1028.9  +0.8   5.3    MM   2.5   MM     MM
WPTW1  46.904 -124.105 2012 01 06 08 00 240   3.6   5.7   MM  MM   MM  MM 1029.1  +0.0   6.0   8.6    MM   MM     MM
WYCM6  30.326  -89.326 2012 01 06 07 54 310   0.5   1.0   MM  MM   MM  MM 1021.4    MM  11.0  12.6    MM   MM     MM
YABP4  18.055  -65.833 2012 01 06 08 00 320   0.5   1.0   MM  MM   MM  MM     MM    MM  20.5  27.0    MM   MM     MM
YATA2  59.548 -139.733 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1010.3    MM    MM   4.9    MM   MM     MM
YGNN6  43.261  -79.064 2012 01 06 08 00 210   5.1   7.7   MM  MM   MM  MM 1003.7  -2.4   5.2    MM    MM   MM     MM
YKRV2  37.250  -76.333 2012 01 06 08 00 230   5.1   6.2   MM  MM   MM  MM 1015.6  -0.9   6.6    MM    MM   MM     MM
YKTV2  37.227  -76.478 2012 01 06 07 54 220   5.1   6.2   MM  MM   MM  MM 1015.7    MM   6.2   6.8    MM   MM     MM
YRSV2  37.414  -76.713 2012 01 06 07 30 230   1.0    MM   MM  MM   MM  MM 1016.0    MM   3.2    MM  -3.1   MM     MM
